student_id,roll_number,name,department,semester,enrollment_year,guardian_name,guardian_phone,guardian_email,mentor_id,trajectory_type,dropout_label
223,ECE20260223,Student 0223,ECE,6,2023,Guardian 0223,+919000000223,guardian0223@example.test,14,GRADUALLY_DETERIORATING,1
224,EEE20260224,Student 0224,EEE,8,2022,Guardian 0224,+919000000224,guardian0224@example.test,9,FINANCIAL_CONTEXT_ONLY,0
225,CE20260225,Student 0225,CE,8,2022,Guardian 0225,+919000000225,guardian0225@example.test,9,STABLE,0
226,CE20260226,Student 0226,CE,3,2024,Guardian 0226,+919000000226,guardian0226@example.test,10,FINANCIAL_CONTEXT_ONLY,0
227,CE20260227,Student 0227,CE,8,2022,Guardian 0227,+919000000227,guardian0227@example.test,8,STABLE,0
228,ECE20260228,Student 0228,ECE,5,2023,Guardian 0228,+919000000228,guardian0228@example.test,1,GRADUALLY_DETERIORATING,1
229,CE20260229,Student 0229,CE,8,2022,Guardian 0229,+919000000229,guardian0229@example.test,15,GRADUALLY_DETERIORATING,1
230,CE20260230,Student 0230,CE,2,2025,Guardian 0230,+919000000230,guardian0230@example.test,15,STABLE,0
231,ECE20260231,Student 0231,ECE,3,2024,Guardian 0231,+919000000231,guardian0231@example.test,13,STABLE,0
232,ME20260232,Student 0232,ME,4,2024,Guardian 0232,+919000000232,guardian0232@example.test,10,IMPROVING,0
233,EEE20260233,Student 0233,EEE,2,2025,Guardian 0233,+919000000233,guardian0233@example.test,7,FINANCIAL_CONTEXT_ONLY,0
234,EEE20260234,Student 0234,EEE,3,2024,Guardian 0234,+919000000234,guardian0234@example.test,13,GRADUALLY_DETERIORATING,0
235,CSE20260235,Student 0235,CSE,6,2023,Guardian 0235,+919000000235,guardian0235@example.test,15,FINANCIAL_CONTEXT_ONLY,0
236,CE20260236,Student 0236,CE,1,2025,Guardian 0236,+919000000236,guardian0236@example.test,8,RAPIDLY_DETERIORATING,1
237,CE20260237,Student 0237,CE,2,2025,Guardian 0237,+919000000237,guardian0237@example.test,10,IMPROVING,0
238,CE20260238,Student 0238,CE,3,2024,Guardian 0238,+919000000238,guardian0238@example.test,4,RAPIDLY_DETERIORATING,1
239,ECE20260239,Student 0239,ECE,4,2024,Guardian 0239,+919000000239,guardian0239@example.test,5,STABLE,0
240,ECE20260240,Student 0240,ECE,3,2024,Guardian 0240,+919000000240,guardian0240@example.test,13,STABLE,0
241,ECE20260241,Student 0241,ECE,1,2025,Guardian 0241,+919000000241,guardian0241@example.test,1,ACADEMIC_DISTRESS_ONLY,0
242,ECE20260242,Student 0242,ECE,2,2025,Guardian 0242,+919000000242,guardian0242@example.test,13,RAPIDLY_DETERIORATING,1
243,CE20260243,Student 0243,CE,7,2022,Guardian 0243,+919000000243,guardian0243@example.test,10,STABLE,0
244,CSE20260244,Student 0244,CSE,4,2024,Guardian 0244,+919000000244,guardian0244@example.test,15,GRADUALLY_DETERIORATING,1
245,EEE20260245,Student 0245,EEE,2,2025,Guardian 0245,+919000000245,guardian0245@example.test,1,GRADUALLY_DETERIORATING,0
246,ME20260246,Student 0246,ME,8,2022,Guardian 0246,+919000000246,guardian0246@example.test,14,ACADEMIC_DISTRESS_ONLY,0
247,CE20260247,Student 0247,CE,1,2025,Guardian 0247,+919000000247,guardian0247@example.test,15,GRADUALLY_DETERIORATING,0
248,CSE20260248,Student 0248,CSE,2,2025,Guardian 0248,+919000000248,guardian0248@example.test,5,IMPROVING,0
249,ECE20260249,Student 0249,ECE,6,2023,Guardian 0249,+919000000249,guardian0249@example.test,7,IMPROVING,0
250,CSE20260250,Student 0250,CSE,5,2023,Guardian 0250,+919000000250,guardian0250@example.test,3,IMPROVING,0
251,ME20260251,Student 0251,ME,5,2023,Guardian 0251,+919000000251,guardian0251@example.test,4,GRADUALLY_DETERIORATING,0
252,ME20260252,Student 0252,ME,7,2022,Guardian 0252,+919000000252,guardian0252@example.test,10,ACADEMIC_DISTRESS_ONLY,0
253,CSE20260253,Student 0253,CSE,8,2022,Guardian 0253,+919000000253,guardian0253@example.test,1,IMPROVING,0
254,ME20260254,Student 0254,ME,6,2023,Guardian 0254,+919000000254,guardian0254@example.test,11,STABLE,0
255,ECE20260255,Student 0255,ECE,3,2024,Guardian 0255,+919000000255,guardian0255@example.test,5,STABLE,0
256,ME20260256,Student 0256,ME,2,2025,Guardian 0256,+919000000256,guardian0256@example.test,1,RAPIDLY_DETERIORATING,1
257,CE20260257,Student 0257,CE,3,2024,Guardian 0257,+919000000257,guardian0257@example.test,5,RAPIDLY_DETERIORATING,1
258,CE20260258,Student 0258,CE,8,2022,Guardian 0258,+919000000258,guardian0258@example.test,13,STABLE,0
259,ECE20260259,Student 0259,ECE,3,2024,Guardian 0259,+919000000259,guardian0259@example.test,4,STABLE,0
260,CE20260260,Student 0260,CE,2,2025,Guardian 0260,+919000000260,guardian0260@example.test,8,GRADUALLY_DETERIORATING,0
261,ECE20260261,Student 0261,ECE,2,2025,Guardian 0261,+919000000261,guardian0261@example.test,9,STABLE,0
262,EEE20260262,Student 0262,EEE,3,2024,Guardian 0262,+919000000262,guardian0262@example.test,3,ACADEMIC_DISTRESS_ONLY,1
263,ECE20260263,Student 0263,ECE,1,2025,Guardian 0263,+919000000263,guardian0263@example.test,8,STABLE,1
264,CSE20260264,Student 0264,CSE,1,2025,Guardian 0264,+919000000264,guardian0264@example.test,7,STABLE,0
265,CSE20260265,Student 0265,CSE,1,2025,Guardian 0265,+919000000265,guardian0265@example.test,6,FINANCIAL_CONTEXT_ONLY,0
266,CE20260266,Student 0266,CE,3,2024,Guardian 0266,+919000000266,guardian0266@example.test,3,STABLE,0
267,CSE20260267,Student 0267,CSE,7,2022,Guardian 0267,+919000000267,guardian0267@example.test,5,STABLE,0
268,EEE20260268,Student 0268,EEE,4,2024,Guardian 0268,+919000000268,guardian0268@example.test,13,STABLE,0
269,ME20260269,Student 0269,ME,4,2024,Guardian 0269,+919000000269,guardian0269@example.test,9,STABLE,0
270,CE20260270,Student 0270,CE,3,2024,Guardian 0270,+919000000270,guardian0270@example.test,12,STABLE,0
271,ME20260271,Student 0271,ME,7,2022,Guardian 0271,+919000000271,guardian0271@example.test,11,STABLE,0
272,ME20260272,Student 0272,ME,4,2024,Guardian 0272,+919000000272,guardian0272@example.test,4,STABLE,0
273,CE20260273,Student 0273,CE,7,2022,Guardian 0273,+919000000273,guardian0273@example.test,15,STABLE,0
274,CSE20260274,Student 0274,CSE,3,2024,Guardian 0274,+919000000274,guardian0274@example.test,3,GRADUALLY_DETERIORATING,1
275,CSE20260275,Student 0275,CSE,7,2022,Guardian 0275,+919000000275,guardian0275@example.test,1,GRADUALLY_DETERIORATING,0
276,ECE20260276,Student 0276,ECE,7,2022,Guardian 0276,+919000000276,guardian0276@example.test,3,IMPROVING,0
277,CSE20260277,Student 0277,CSE,4,2024,Guardian 0277,+919000000277,guardian0277@example.test,14,STABLE,0
278,ECE20260278,Student 0278,ECE,8,2022,Guardian 0278,+919000000278,guardian0278@example.test,15,GRADUALLY_DETERIORATING,0
279,ME20260279,Student 0279,ME,2,2025,Guardian 0279,+919000000279,guardian0279@example.test,10,ACADEMIC_DISTRESS_ONLY,0
280,ECE20260280,Student 0280,ECE,8,2022,Guardian 0280,+919000000280,guardian0280@example.test,5,ACADEMIC_DISTRESS_ONLY,0
281,CSE20260281,Student 0281,CSE,5,2023,Guardian 0281,+919000000281,guardian0281@example.test,12,STABLE,0
282,ME20260282,Student 0282,ME,3,2024,Guardian 0282,+919000000282,guardian0282@example.test,11,STABLE,1
283,ME20260283,Student 0283,ME,1,2025,Guardian 0283,+919000000283,guardian0283@example.test,14,STABLE,0
284,CE20260284,Student 0284,CE,5,2023,Guardian 0284,+919000000284,guardian0284@example.test,4,STABLE,0
285,ECE20260285,Student 0285,ECE,7,2022,Guardian 0285,+919000000285,guardian0285@example.test,2,GRADUALLY_DETERIORATING,0
286,EEE20260286,Student 0286,EEE,2,2025,Guardian 0286,+919000000286,guardian0286@example.test,6,IMPROVING,0
287,CSE20260287,Student 0287,CSE,5,2023,Guardian 0287,+919000000287,guardian0287@example.test,3,STABLE,0
288,ECE20260288,Student 0288,ECE,6,2023,Guardian 0288,+919000000288,guardian0288@example.test,11,IMPROVING,0
289,ECE20260289,Student 0289,ECE,1,2025,Guardian 0289,+919000000289,guardian0289@example.test,1,GRADUALLY_DETERIORATING,0
290,ECE20260290,Student 0290,ECE,7,2022,Guardian 0290,+919000000290,guardian0290@example.test,10,STABLE,0
291,EEE20260291,Student 0291,EEE,8,2022,Guardian 0291,+919000000291,guardian0291@example.test,2,ACADEMIC_DISTRESS_ONLY,1
292,ME20260292,Student 0292,ME,7,2022,Guardian 0292,+919000000292,guardian0292@example.test,15,STABLE,0
293,ECE20260293,Student 0293,ECE,2,2025,Guardian 0293,+919000000293,guardian0293@example.test,8,FINANCIAL_CONTEXT_ONLY,0
294,ME20260294,Student 0294,ME,3,2024,Guardian 0294,+919000000294,guardian0294@example.test,11,STABLE,0
295,EEE20260295,Student 0295,EEE,1,2025,Guardian 0295,+919000000295,guardian0295@example.test,7,ACADEMIC_DISTRESS_ONLY,1
296,ECE20260296,Student 0296,ECE,5,2023,Guardian 0296,+919000000296,guardian0296@example.test,3,ACADEMIC_DISTRESS_ONLY,1
297,CE20260297,Student 0297,CE,7,2022,Guardian 0297,+919000000297,guardian0297@example.test,3,FINANCIAL_CONTEXT_ONLY,0
298,ECE20260298,Student 0298,ECE,2,2025,Guardian 0298,+919000000298,guardian0298@example.test,1,RAPIDLY_DETERIORATING,1
299,ECE20260299,Student 0299,ECE,3,2024,Guardian 0299,+919000000299,guardian0299@example.test,14,RAPIDLY_DETERIORATING,1
300,CE20260300,Student 0300,CE,7,2022,Guardian 0300,+919000000300,guardian0300@example.test,14,GRADUALLY_DETERIORATING,0
301,CE20260301,Student 0301,CE,1,2025,Guardian 0301,+919000000301,guardian0301@example.test,12,RAPIDLY_DETERIORATING,1
302,CSE20260302,Student 0302,CSE,4,2024,Guardian 0302,+919000000302,guardian0302@example.test,10,STABLE,0
303,CSE20260303,Student 0303,CSE,7,2022,Guardian 0303,+919000000303,guardian0303@example.test,15,GRADUALLY_DETERIORATING,0
304,CE20260304,Student 0304,CE,6,2023,Guardian 0304,+919000000304,guardian0304@example.test,8,GRADUALLY_DETERIORATING,0
305,ME20260305,Student 0305,ME,1,2025,Guardian 0305,+919000000305,guardian0305@example.test,4,ACADEMIC_DISTRESS_ONLY,1
306,ME20260306,Student 0306,ME,4,2024,Guardian 0306,+919000000306,guardian0306@example.test,15,IMPROVING,0
307,EEE20260307,Student 0307,EEE,7,2022,Guardian 0307,+919000000307,guardian0307@example.test,14,IMPROVING,0
308,CSE20260308,Student 0308,CSE,3,2024,Guardian 0308,+919000000308,guardian0308@example.test,8,GRADUALLY_DETERIORATING,1
309,ECE20260309,Student 0309,ECE,8,2022,Guardian 0309,+919000000309,guardian0309@example.test,15,STABLE,0
310,ECE20260310,Student 0310,ECE,7,2022,Guardian 0310,+919000000310,guardian0310@example.test,9,STABLE,0
311,CE20260311,Student 0311,CE,3,2024,Guardian 0311,+919000000311,guardian0311@example.test,4,IMPROVING,0
312,CSE20260312,Student 0312,CSE,7,2022,Guardian 0312,+919000000312,guardian0312@example.test,13,IMPROVING,0
313,ME20260313,Student 0313,ME,3,2024,Guardian 0313,+919000000313,guardian0313@example.test,11,STABLE,0
314,ME20260314,Student 0314,ME,7,2022,Guardian 0314,+919000000314,guardian0314@example.test,10,IMPROVING,0
315,EEE20260315,Student 0315,EEE,8,2022,Guardian 0315,+919000000315,guardian0315@example.test,11,IMPROVING,0
316,ECE20260316,Student 0316,ECE,3,2024,Guardian 0316,+919000000316,guardian0316@example.test,7,STABLE,0
317,ECE20260317,Student 0317,ECE,4,2024,Guardian 0317,+919000000317,guardian0317@example.test,5,IMPROVING,0
318,CE20260318,Student 0318,CE,3,2024,Guardian 0318,+919000000318,guardian0318@example.test,5,GRADUALLY_DETERIORATING,1
319,CSE20260319,Student 0319,CSE,4,2024,Guardian 0319,+919000000319,guardian0319@example.test,8,STABLE,0
320,CSE20260320,Student 0320,CSE,5,2023,Guardian 0320,+919000000320,guardian0320@example.test,11,FINANCIAL_CONTEXT_ONLY,0
321,EEE20260321,Student 0321,EEE,2,2025,Guardian 0321,+919000000321,guardian0321@example.test,12,ACADEMIC_DISTRESS_ONLY,0
322,ME20260322,Student 0322,ME,5,2023,Guardian 0322,+919000000322,guardian0322@example.test,4,IMPROVING,0
323,EEE20260323,Student 0323,EEE,8,2022,Guardian 0323,+919000000323,guardian0323@example.test,3,STABLE,0
324,ME20260324,Student 0324,ME,8,2022,Guardian 0324,+919000000324,guardian0324@example.test,1,GRADUALLY_DETERIORATING,0
325,EEE20260325,Student 0325,EEE,4,2024,Guardian 0325,+919000000325,guardian0325@example.test,2,ACADEMIC_DISTRESS_ONLY,1
326,EEE20260326,Student 0326,EEE,8,2022,Guardian 0326,+919000000326,guardian0326@example.test,1,GRADUALLY_DETERIORATING,1
327,EEE20260327,Student 0327,EEE,6,2023,Guardian 0327,+919000000327,guardian0327@example.test,14,RAPIDLY_DETERIORATING,1
328,ME20260328,Student 0328,ME,3,2024,Guardian 0328,+919000000328,guardian0328@example.test,12,GRADUALLY_DETERIORATING,0
329,ECE20260329,Student 0329,ECE,4,2024,Guardian 0329,+919000000329,guardian0329@example.test,4,GRADUALLY_DETERIORATING,1
330,ME20260330,Student 0330,ME,5,2023,Guardian 0330,+919000000330,guardian0330@example.test,12,STABLE,0
331,EEE20260331,Student 0331,EEE,8,2022,Guardian 0331,+919000000331,guardian0331@example.test,15,RAPIDLY_DETERIORATING,1
332,ECE20260332,Student 0332,ECE,1,2025,Guardian 0332,+919000000332,guardian0332@example.test,5,STABLE,0
333,ME20260333,Student 0333,ME,7,2022,Guardian 0333,+919000000333,guardian0333@example.test,3,GRADUALLY_DETERIORATING,1
334,ME20260334,Student 0334,ME,2,2025,Guardian 0334,+919000000334,guardian0334@example.test,15,ACADEMIC_DISTRESS_ONLY,0
335,CE20260335,Student 0335,CE,7,2022,Guardian 0335,+919000000335,guardian0335@example.test,13,STABLE,0
336,CSE20260336,Student 0336,CSE,8,2022,Guardian 0336,+919000000336,guardian0336@example.test,14,GRADUALLY_DETERIORATING,1
337,CSE20260337,Student 0337,CSE,1,2025,Guardian 0337,+919000000337,guardian0337@example.test,6,STABLE,0
338,EEE20260338,Student 0338,EEE,2,2025,Guardian 0338,+919000000338,guardian0338@example.test,9,RAPIDLY_DETERIORATING,0
339,CE20260339,Student 0339,CE,5,2023,Guardian 0339,+919000000339,guardian0339@example.test,14,STABLE,0
340,ME20260340,Student 0340,ME,2,2025,Guardian 0340,+919000000340,guardian0340@example.test,7,FINANCIAL_CONTEXT_ONLY,0
341,EEE20260341,Student 0341,EEE,7,2022,Guardian 0341,+919000000341,guardian0341@example.test,4,STABLE,0
342,EEE20260342,Student 0342,EEE,6,2023,Guardian 0342,+919000000342,guardian0342@example.test,5,FINANCIAL_CONTEXT_ONLY,0
343,CSE20260343,Student 0343,CSE,1,2025,Guardian 0343,+919000000343,guardian0343@example.test,15,RAPIDLY_DETERIORATING,1
344,ME20260344,Student 0344,ME,4,2024,Guardian 0344,+919000000344,guardian0344@example.test,11,GRADUALLY_DETERIORATING,1
345,CE20260345,Student 0345,CE,6,2023,Guardian 0345,+919000000345,guardian0345@example.test,2,RAPIDLY_DETERIORATING,1
346,ECE20260346,Student 0346,ECE,2,2025,Guardian 0346,+919000000346,guardian0346@example.test,1,RAPIDLY_DETERIORATING,1
347,EEE20260347,Student 0347,EEE,5,2023,Guardian 0347,+919000000347,guardian0347@example.test,14,FINANCIAL_CONTEXT_ONLY,0
348,ECE20260348,Student 0348,ECE,5,2023,Guardian 0348,+919000000348,guardian0348@example.test,3,STABLE,0
349,CSE20260349,Student 0349,CSE,1,2025,Guardian 0349,+919000000349,guardian0349@example.test,8,GRADUALLY_DETERIORATING,1
350,EEE20260350,Student 0350,EEE,2,2025,Guardian 0350,+919000000350,guardian0350@example.test,13,STABLE,0
351,ECE20260351,Student 0351,ECE,1,2025,Guardian 0351,+919000000351,guardian0351@example.test,9,GRADUALLY_DETERIORATING,0
352,CE20260352,Student 0352,CE,8,2022,Guardian 0352,+919000000352,guardian0352@example.test,10,STABLE,0
353,CSE20260353,Student 0353,CSE,4,2024,Guardian 0353,+919000000353,guardian0353@example.test,6,GRADUALLY_DETERIORATING,1
354,CSE20260354,Student 0354,CSE,3,2024,Guardian 0354,+919000000354,guardian0354@example.test,15,GRADUALLY_DETERIORATING,0
355,CE20260355,Student 0355,CE,1,2025,Guardian 0355,+919000000355,guardian0355@example.test,4,IMPROVING,0
356,CE20260356,Student 0356,CE,5,2023,Guardian 0356,+919000000356,guardian0356@example.test,14,GRADUALLY_DETERIORATING,1
357,ECE20260357,Student 0357,ECE,8,2022,Guardian 0357,+919000000357,guardian0357@example.test,12,RAPIDLY_DETERIORATING,1
358,EEE20260358,Student 0358,EEE,3,2024,Guardian 0358,+919000000358,guardian0358@example.test,1,RAPIDLY_DETERIORATING,1
359,EEE20260359,Student 0359,EEE,2,2025,Guardian 0359,+919000000359,guardian0359@example.test,11,IMPROVING,0
360,ME20260360,Student 0360,ME,7,2022,Guardian 0360,+919000000360,guardian0360@example.test,9,GRADUALLY_DETERIORATING,1
361,CE20260361,Student 0361,CE,4,2024,Guardian 0361,+919000000361,guardian0361@example.test,15,FINANCIAL_CONTEXT_ONLY,0
362,CSE20260362,Student 0362,CSE,3,2024,Guardian 0362,+919000000362,guardian0362@example.test,5,STABLE,0
363,ME20260363,Student 0363,ME,3,2024,Guardian 0363,+919000000363,guardian0363@example.test,3,STABLE,0
364,EEE20260364,Student 0364,EEE,6,2023,Guardian 0364,+919000000364,guardian0364@example.test,14,STABLE,0
365,ME20260365,Student 0365,ME,7,2022,Guardian 0365,+919000000365,guardian0365@example.test,2,GRADUALLY_DETERIORATING,0
366,EEE20260366,Student 0366,EEE,3,2024,Guardian 0366,+919000000366,guardian0366@example.test,15,IMPROVING,0
367,EEE20260367,Student 0367,EEE,7,2022,Guardian 0367,+919000000367,guardian0367@example.test,5,RAPIDLY_DETERIORATING,1
368,ME20260368,Student 0368,ME,8,2022,Guardian 0368,+919000000368,guardian0368@example.test,14,GRADUALLY_DETERIORATING,0
369,ME20260369,Student 0369,ME,6,2023,Guardian 0369,+919000000369,guardian0369@example.test,12,STABLE,0
370,ME20260370,Student 0370,ME,7,2022,Guardian 0370,+919000000370,guardian0370@example.test,6,ACADEMIC_DISTRESS_ONLY,1
371,CSE20260371,Student 0371,CSE,4,2024,Guardian 0371,+919000000371,guardian0371@example.test,2,RAPIDLY_DETERIORATING,1
372,CSE20260372,Student 0372,CSE,5,2023,Guardian 0372,+919000000372,guardian0372@example.test,12,STABLE,0
373,CSE20260373,Student 0373,CSE,8,2022,Guardian 0373,+919000000373,guardian0373@example.test,13,IMPROVING,1
374,CE20260374,Student 0374,CE,3,2024,Guardian 0374,+919000000374,guardian0374@example.test,3,STABLE,0
375,ECE20260375,Student 0375,ECE,8,2022,Guardian 0375,+919000000375,guardian0375@example.test,13,STABLE,0
376,ECE20260376,Student 0376,ECE,6,2023,Guardian 0376,+919000000376,guardian0376@example.test,15,STABLE,0
377,CSE20260377,Student 0377,CSE,2,2025,Guardian 0377,+919000000377,guardian0377@example.test,9,FINANCIAL_CONTEXT_ONLY,0
378,CSE20260378,Student 0378,CSE,8,2022,Guardian 0378,+919000000378,guardian0378@example.test,1,IMPROVING,0
379,CSE20260379,Student 0379,CSE,5,2023,Guardian 0379,+919000000379,guardian0379@example.test,6,IMPROVING,0
380,EEE20260380,Student 0380,EEE,6,2023,Guardian 0380,+919000000380,guardian0380@example.test,10,RAPIDLY_DETERIORATING,1
381,ME20260381,Student 0381,ME,7,2022,Guardian 0381,+919000000381,guardian0381@example.test,13,GRADUALLY_DETERIORATING,0
382,CE20260382,Student 0382,CE,5,2023,Guardian 0382,+919000000382,guardian0382@example.test,15,FINANCIAL_CONTEXT_ONLY,0
383,CSE20260383,Student 0383,CSE,1,2025,Guardian 0383,+919000000383,guardian0383@example.test,8,RAPIDLY_DETERIORATING,1
384,ECE20260384,Student 0384,ECE,5,2023,Guardian 0384,+919000000384,guardian0384@example.test,15,IMPROVING,0
385,ECE20260385,Student 0385,ECE,7,2022,Guardian 0385,+919000000385,guardian0385@example.test,2,IMPROVING,0
386,ME20260386,Student 0386,ME,5,2023,Guardian 0386,+919000000386,guardian0386@example.test,5,FINANCIAL_CONTEXT_ONLY,0
387,CSE20260387,Student 0387,CSE,6,2023,Guardian 0387,+919000000387,guardian0387@example.test,3,RAPIDLY_DETERIORATING,1
388,ME20260388,Student 0388,ME,7,2022,Guardian 0388,+919000000388,guardian0388@example.test,11,FINANCIAL_CONTEXT_ONLY,0
389,CE20260389,Student 0389,CE,8,2022,Guardian 0389,+919000000389,guardian0389@example.test,12,STABLE,0
390,CSE20260390,Student 0390,CSE,5,2023,Guardian 0390,+919000000390,guardian0390@example.test,8,ACADEMIC_DISTRESS_ONLY,1
391,CSE20260391,Student 0391,CSE,5,2023,Guardian 0391,+919000000391,guardian0391@example.test,15,GRADUALLY_DETERIORATING,0
392,ME20260392,Student 0392,ME,1,2025,Guardian 0392,+919000000392,guardian0392@example.test,8,STABLE,0
393,EEE20260393,Student 0393,EEE,4,2024,Guardian 0393,+919000000393,guardian0393@example.test,15,GRADUALLY_DETERIORATING,0
394,CSE20260394,Student 0394,CSE,2,2025,Guardian 0394,+919000000394,guardian0394@example.test,4,GRADUALLY_DETERIORATING,0
395,CE20260395,Student 0395,CE,1,2025,Guardian 0395,+919000000395,guardian0395@example.test,9,STABLE,0
396,EEE20260396,Student 0396,EEE,4,2024,Guardian 0396,+919000000396,guardian0396@example.test,14,IMPROVING,0
397,CE20260397,Student 0397,CE,1,2025,Guardian 0397,+919000000397,guardian0397@example.test,13,ACADEMIC_DISTRESS_ONLY,0
398,EEE20260398,Student 0398,EEE,6,2023,Guardian 0398,+919000000398,guardian0398@example.test,12,STABLE,0
399,ME20260399,Student 0399,ME,6,2023,Guardian 0399,+919000000399,guardian0399@example.test,3,IMPROVING,0
400,EEE20260400,Student 0400,EEE,3,2024,Guardian 0400,+919000000400,guardian0400@example.test,6,IMPROVING,0
401,CE20260401,Student 0401,CE,6,2023,Guardian 0401,+919000000401,guardian0401@example.test,14,STABLE,0
402,EEE20260402,Student 0402,EEE,5,2023,Guardian 0402,+919000000402,guardian0402@example.test,7,ACADEMIC_DISTRESS_ONLY,0
403,ECE20260403,Student 0403,ECE,5,2023,Guardian 0403,+919000000403,guardian0403@example.test,1,RAPIDLY_DETERIORATING,1
404,CE20260404,Student 0404,CE,5,2023,Guardian 0404,+919000000404,guardian0404@example.test,4,STABLE,0
405,ECE20260405,Student 0405,ECE,2,2025,Guardian 0405,+919000000405,guardian0405@example.test,6,FINANCIAL_CONTEXT_ONLY,0
406,CSE20260406,Student 0406,CSE,1,2025,Guardian 0406,+919000000406,guardian0406@example.test,12,ACADEMIC_DISTRESS_ONLY,0
407,CE20260407,Student 0407,CE,3,2024,Guardian 0407,+919000000407,guardian0407@example.test,9,STABLE,0
408,CSE20260408,Student 0408,CSE,7,2022,Guardian 0408,+919000000408,guardian0408@example.test,3,ACADEMIC_DISTRESS_ONLY,1
409,ECE20260409,Student 0409,ECE,3,2024,Guardian 0409,+919000000409,guardian0409@example.test,5,STABLE,0
410,ME20260410,Student 0410,ME,6,2023,Guardian 0410,+919000000410,guardian0410@example.test,12,FINANCIAL_CONTEXT_ONLY,0
411,EEE20260411,Student 0411,EEE,2,2025,Guardian 0411,+919000000411,guardian0411@example.test,12,GRADUALLY_DETERIORATING,1
412,ECE20260412,Student 0412,ECE,7,2022,Guardian 0412,+919000000412,guardian0412@example.test,3,GRADUALLY_DETERIORATING,1
413,ECE20260413,Student 0413,ECE,3,2024,Guardian 0413,+919000000413,guardian0413@example.test,6,STABLE,0
414,CSE20260414,Student 0414,CSE,7,2022,Guardian 0414,+919000000414,guardian0414@example.test,11,ACADEMIC_DISTRESS_ONLY,1
415,ME20260415,Student 0415,ME,4,2024,Guardian 0415,+919000000415,guardian0415@example.test,4,STABLE,0
416,CE20260416,Student 0416,CE,1,2025,Guardian 0416,+919000000416,guardian0416@example.test,13,STABLE,0
417,ME20260417,Student 0417,ME,7,2022,Guardian 0417,+919000000417,guardian0417@example.test,5,STABLE,0
418,ECE20260418,Student 0418,ECE,2,2025,Guardian 0418,+919000000418,guardian0418@example.test,3,RAPIDLY_DETERIORATING,1
419,ECE20260419,Student 0419,ECE,4,2024,Guardian 0419,+919000000419,guardian0419@example.test,11,STABLE,0
420,ECE20260420,Student 0420,ECE,2,2025,Guardian 0420,+919000000420,guardian0420@example.test,5,ACADEMIC_DISTRESS_ONLY,1
421,ECE20260421,Student 0421,ECE,2,2025,Guardian 0421,+919000000421,guardian0421@example.test,1,GRADUALLY_DETERIORATING,1
422,ME20260422,Student 0422,ME,7,2022,Guardian 0422,+919000000422,guardian0422@example.test,6,STABLE,0
423,ME20260423,Student 0423,ME,7,2022,Guardian 0423,+919000000423,guardian0423@example.test,1,STABLE,0
424,EEE20260424,Student 0424,EEE,6,2023,Guardian 0424,+919000000424,guardian0424@example.test,10,STABLE,0
425,CE20260425,Student 0425,CE,8,2022,Guardian 0425,+919000000425,guardian0425@example.test,8,GRADUALLY_DETERIORATING,0
426,CE20260426,Student 0426,CE,7,2022,Guardian 0426,+919000000426,guardian0426@example.test,14,RAPIDLY_DETERIORATING,1
427,ECE20260427,Student 0427,ECE,4,2024,Guardian 0427,+919000000427,guardian0427@example.test,12,STABLE,1
428,CSE20260428,Student 0428,CSE,5,2023,Guardian 0428,+919000000428,guardian0428@example.test,8,ACADEMIC_DISTRESS_ONLY,1
429,ME20260429,Student 0429,ME,4,2024,Guardian 0429,+919000000429,guardian0429@example.test,7,STABLE,0
430,ME20260430,Student 0430,ME,6,2023,Guardian 0430,+919000000430,guardian0430@example.test,13,RAPIDLY_DETERIORATING,1
431,CE20260431,Student 0431,CE,2,2025,Guardian 0431,+919000000431,guardian0431@example.test,3,FINANCIAL_CONTEXT_ONLY,0
432,CE20260432,Student 0432,CE,7,2022,Guardian 0432,+919000000432,guardian0432@example.test,15,RAPIDLY_DETERIORATING,0
433,CSE20260433,Student 0433,CSE,8,2022,Guardian 0433,+919000000433,guardian0433@example.test,3,GRADUALLY_DETERIORATING,1
434,ECE20260434,Student 0434,ECE,6,2023,Guardian 0434,+919000000434,guardian0434@example.test,5,ACADEMIC_DISTRESS_ONLY,0
435,CE20260435,Student 0435,CE,8,2022,Guardian 0435,+919000000435,guardian0435@example.test,7,STABLE,0
436,ECE20260436,Student 0436,ECE,5,2023,Guardian 0436,+919000000436,guardian0436@example.test,5,STABLE,0
437,ECE20260437,Student 0437,ECE,2,2025,Guardian 0437,+919000000437,guardian0437@example.test,12,STABLE,0
438,CSE20260438,Student 0438,CSE,7,2022,Guardian 0438,+919000000438,guardian0438@example.test,7,GRADUALLY_DETERIORATING,0
439,CSE20260439,Student 0439,CSE,6,2023,Guardian 0439,+919000000439,guardian0439@example.test,11,RAPIDLY_DETERIORATING,1
440,CSE20260440,Student 0440,CSE,2,2025,Guardian 0440,+919000000440,guardian0440@example.test,13,GRADUALLY_DETERIORATING,1
441,EEE20260441,Student 0441,EEE,8,2022,Guardian 0441,+919000000441,guardian0441@example.test,12,ACADEMIC_DISTRESS_ONLY,0
442,CSE20260442,Student 0442,CSE,8,2022,Guardian 0442,+919000000442,guardian0442@example.test,13,STABLE,0
443,EEE20260443,Student 0443,EEE,3,2024,Guardian 0443,+919000000443,guardian0443@example.test,6,RAPIDLY_DETERIORATING,1
